f_monthly_income,f_income_variance,f_savings_balance,f_months_active,f_income_stability,f_savings_ratio,f_liquidity_buffer,f_total_credits,f_total_debits,f_total_transactions,f_avg_credit_amount,f_avg_debit_amount,f_recurring_ratio,f_net_cashflow,f_credit_debit_ratio,f_gpa,f_attendance_rate,f_platform_rating,f_avg_weekly_hours,f_business_years,f_avg_daily_revenue,f_land_size_acres,f_subsidy_amount,f_seasonality_index,f_is_student,f_is_gig,f_is_shopkeeper,f_is_rural,stability_adjusted_income,income_risk_index,missed_payment_proxy,net_cashflow_ratio,profile_income_signal,profile_rating_signal,transaction_density,defaulted,_profile
7643.811027533902,1829.748128001108,30980.6474256705,16.0,0.0005462247835762336,4.053036805079898,4.053036805079898,64446.365277751334,39779.58009772817,295.0,436.92451035763617,269.69206845917404,0.7718053335205941,24666.785180023166,1.6200866152790763,0.0,0.0,0.0,0.0,16.0,11200.875800815122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.175239024212334,7639.6357885096895,0.0,0.38274905145874566,11200.875800815122,0.0,18.4375,0,shopkeeper
0.0,1806.9706275392089,37000.01402836295,40.0,0.0005531063308042118,37000.01402836295,37000.01402836295,79748.38794032508,29235.64337542096,287.0,555.7378950545301,203.73270644892656,0.8712178057918102,50512.74456490412,2.7277794750831883,3.419821978631515,0.7266128233256991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6334014501045752,3.419821978631515,4.146434801957215,7.175,0,student
8553.387413910212,586.4680745999781,35471.55428072681,16.0,0.0017022201601013388,4.147076773704894,4.147076773704894,22458.638525465525,13442.79137926367,231.0,194.44708680056732,116.387804149469,0.5898363090014274,9015.847146201855,1.670682664919531,0.0,0.0,0.0,0.0,5.0,8318.266819654875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.559748493115016,8538.827665417097,0.0,0.40144228404490845,8318.266819654875,0.0,14.4375,0,shopkeeper
5251.430624266922,187.9729484037691,15889.51728970355,18.0,0.005291762701735223,3.0257502053398375,3.0257502053398375,34695.16607968603,12867.734028078965,212.0,327.31288754420785,121.39371724602798,0.8751743529893288,21827.432051607066,2.696291826049322,0.0,0.0,4.451621973943128,51.72581702483025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.789324708245815,5223.641299558676,0.0,0.6291202642314774,4.451621973943128,56.177438998773376,11.777777777777779,0,gig
4487.6666711828475,829.1188523369663,6763.531569265089,20.0,0.0012046467770064264,1.5071376875418367,1.5071376875418367,55864.44490301387,18555.453221699758,160.0,698.3055612876734,231.94316527124698,0.7805202017923633,37308.99168131412,3.010675311217025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406053191719575,4482.260617991128,0.0,0.6678486064989309,0.0,0.0,8.0,0,salaried
7989.342667430887,477.12713166148194,42470.68397419088,21.0,0.0020914939433054566,5.3159171839412505,5.3159171839412505,44911.667199515825,18635.56567607365,229.0,392.2416349302692,162.7560321054467,0.5653508199299289,26276.101523442176,2.409997527318329,0.0,0.0,0.0,0.0,0.0,0.0,3.2907184495108064,4993.283613113156,0.7535670033172105,0.0,0.0,0.0,1.0,16.70966179992356,7972.633005630963,0.0,0.5850618149335914,4993.283613113156,0.0,10.904761904761905,0,rural
9242.987600373024,1049.8923501176657,44254.0779334067,15.0,0.0009515722517991805,4.787854300661478,4.787854300661478,58253.37239279858,11150.354573651031,83.0,1403.6957203083994,268.68324273857905,0.6108416596311991,47103.01781914754,5.22435156729947,0.0,0.0,0.0,0.0,17.0,4696.784879359847,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.795370524238862,9234.192229848784,0.0,0.808588685673596,4696.784879359847,0.0,5.533333333333333,0,shopkeeper
10833.178451251144,2450.43068596625,49050.02838799722,57.0,0.0004079250560600054,4.527759660631487,4.527759660631487,55184.25998832714,42559.729799516965,181.0,609.7708286002999,470.2732574532261,0.631665203064517,12624.530188810175,1.2966308820163952,0.0,0.0,0.0,0.0,4.0,7044.67331860105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.419124927034665,10828.759326324109,0.0,0.22877048983678644,7044.67331860105,0.0,3.175438596491228,0,shopkeeper
10262.684431634429,534.5712901725303,48187.02007562845,50.0,0.0018671650597212883,4.695362153696682,4.695362153696682,67279.36807397057,17718.198254062256,497.0,270.7419238389158,71.30059659582396,0.5111400122376211,49561.16981990832,3.797190160604813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.162125789693434,10243.522305844735,0.0,0.7366473740570525,0.0,0.0,9.94,0,salaried
0.0,865.2974642151254,33521.63120118428,36.0,0.0011543379050589864,33521.63120118428,33521.63120118428,24254.175208444758,41101.09261673265,123.0,394.3768326576383,668.3104490525634,0.6554430176246744,-16846.91740828789,0.5901102297842723,3.457509804885114,0.8658423526448611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,273.9336163949251,-0.694598652129064,3.457509804885114,4.323352157529975,3.4166666666666665,0,student
0.0,1840.2743591669737,45242.22667737102,29.0,0.0005431021156740696,45242.22667737102,45242.22667737102,46436.9641957069,48805.258194475304,379.0,245.0499429852607,257.54753664630766,0.390896105706295,-2368.2939987684003,0.9514746138760006,3.842188276338903,0.8759574966638098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.497593661046949,-0.05100019003799023,3.842188276338903,4.718145773002713,13.068965517241379,0,student
2275.6525195391127,6318.271685703963,527.8338078644174,23.0,0.00015824608431732598,0.23194833276713064,0.23194833276713064,26036.62334545267,21716.490961154657,37.0,1407.3850457001442,1173.86437627863,0.3043270547852126,4320.132384298013,1.198933261917206,0.0,0.0,0.0,0.0,0.0,0.0,1.5225564785560437,951.5309327112021,0.3212029743244053,0.0,0.0,0.0,1.0,0.36011310048392176,2275.292406438629,0.0,0.1659252172210929,951.5309327112021,0.0,1.608695652173913,1,rural
5683.957125607829,6061.252256975773,8936.703812216521,20.0,0.00016495519447401913,1.572267984210182,1.572267984210182,14253.48548717448,27153.338120021137,120.0,237.55809145290797,452.55563533368564,0.25048080176127047,-12899.852632846658,0.524925717205461,0.0,0.0,1.8534276854241054,11.951983841112447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9375982530366263,5683.019527354792,214.99754388077767,-0.9050314496376453,1.8534276854241054,13.805411526536552,6.0,1,gig
9008.818494473684,488.056043587172,47990.0544015523,50.0,0.0020447554285703343,5.327008689429255,5.327008689429255,50227.32831621473,13604.03595656176,168.0,597.944384716842,161.95280900668763,0.3073226984729594,36623.292359652965,3.69209023532374,0.0,0.0,0.0,0.0,19.0,10490.016951791702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.42083052157989,8990.397663952104,0.0,0.7291507151064212,10490.016951791702,0.0,3.36,0,shopkeeper
0.0,2344.59893145567,40832.53507434488,48.0,0.00042633034428413716,40832.53507434488,40832.53507434488,21294.717577617997,34135.39884608084,366.0,116.3645769268743,186.5322341315893,0.6781221583376875,-12840.681268462842,0.6238309291078604,3.8091032819767943,0.9618521594459959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.16765720471498,-0.6029984300876173,3.8091032819767943,4.770955441422791,7.625,0,student
4469.337058660329,347.59598257366827,23709.441467831017,34.0,0.002868650386091789,5.304912374395378,5.304912374395378,33450.43370505791,49603.106711878834,273.0,245.05812238137665,363.3927231639475,0.2848175756246246,-16152.673006820922,0.6743616664850406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.820965478900293,4456.516093181429,118.33460078257085,-0.4828838139811185,0.0,0.0,8.029411764705882,0,salaried
2627.7399348137687,6583.523040887779,9989.689917576852,23.0,0.00015187128874640128,3.8016280778884743,3.8016280778884743,27640.106156234135,7401.343620210284,70.0,789.7173187495467,211.46696057743668,0.21848963057252968,20238.762536023853,3.7344714114825592,0.0,0.0,1.7873936713369198,10.119026697978299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39907825039055156,2627.340856563378,0.0,0.732224486462729,1.7873936713369198,11.906420369315219,3.0434782608695654,1,gig
10586.337291534,2001.5815572181875,18119.42393842951,42.0,0.000499355442676259,1.7115857391885476,1.7115857391885476,43938.08757586062,15336.535403869906,350.0,251.07478614777497,87.6373451649709,0.7753604804564429,28601.552171990712,2.864929165473293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.286345144534149,10581.050946389467,0.0,0.6509512304696727,0.0,0.0,8.333333333333334,0,salaried
9950.795144800171,737.0537505398173,21517.858594122237,35.0,0.0013549148680141432,2.1624260454569284,2.1624260454569284,62879.292614608574,16579.969343649507,301.0,417.8026087349407,110.16590926012961,0.8124337032800858,46299.32327095907,3.7924854570791307,0.0,0.0,0.0,0.0,6.0,5979.367437248731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.4824802902527,9937.312664509918,0.0,0.7363206764225345,5979.367437248731,0.0,8.6,0,shopkeeper
11590.179241641697,1840.1872075328563,41925.949780649134,26.0,0.0005431278231288466,3.617368541637024,3.617368541637024,56712.79889549267,16809.37730019303,380.0,298.4884152394351,88.47040684312121,0.7786571959359481,39903.42159529964,3.373878632306112,0.0,0.0,3.606581210086723,54.01951121972594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.294948821186001,11583.884292820512,0.0,0.7036052244367544,3.606581210086723,57.626092429812665,14.615384615384615,0,gig
11831.810069203284,507.7484296724326,36567.51445483595,27.0,0.0019656080327242857,3.0906103327348537,3.0906103327348537,72816.95132986992,47434.66869109882,484.0,300.89649309863603,196.01102764916868,0.7061621448583418,25382.282638771096,1.535099819165262,0.0,0.0,0.0,0.0,12.0,5978.627246070855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.25670091369406,11808.55336828959,0.0,0.3485765632206459,5978.627246070855,0.0,17.925925925925927,0,shopkeeper
0.0,3581.7663156142644,4495.433660571203,10.0,0.00027911393373378587,4495.433660571203,4495.433660571203,25139.240737624823,7125.949642680125,116.0,433.43518513146245,122.86120073586423,0.45374682402741395,18013.291094944696,3.527844287174861,1.6561689654340745,0.37119082384614893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7165407771438768,1.6561689654340745,2.0273597892802235,11.6,1,student
2916.9531522487637,7684.44856341498,3227.8018249234574,11.0,0.00013011602273422235,1.1065662204533697,1.1065662204533697,6781.108244912708,37183.03825004212,107.0,126.74968682079827,695.0100607484508,0.006501082761040263,-30401.930005129412,0.18237101011790038,0.0,0.0,0.0,0.0,0.0,0.0,0.9599494234187712,1178.0097625279961,0.3804522789868955,0.0,0.0,0.0,1.0,0.3795423426726617,2916.573609906091,568.2603739276525,-4.483327637180458,1178.0097625279961,0.0,9.727272727272727,1,rural
11027.061927399842,2491.4439773541367,22072.795971799642,19.0,0.00040121262868325484,2.0016932993686707,2.0016932993686707,21058.32374203226,20745.018277854535,102.0,412.9083086672992,406.76506427165754,0.7301662416209945,313.3054641777235,1.0151026844122948,0.0,0.0,0.0,0.0,18.0,4902.856057863467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.424196502545129,11022.637730897297,0.0,0.01487798687187851,4902.856057863467,0.0,5.368421052631579,0,shopkeeper
10709.097078309162,614.9735085230975,30099.762816649043,51.0,0.0016234464407368298,2.81067232807282,2.81067232807282,71268.24618222573,21257.123011453252,296.0,481.54220393395764,143.6292095368463,0.7251571485830007,50011.12317077248,3.352676001537305,0.0,0.0,0.0,0.0,17.0,9823.398086250934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.38564553528619,10691.711432773875,0.0,0.7017307966706389,9823.398086250934,0.0,5.803921568627451,0,shopkeeper
5761.01531010191,4922.649481033948,6134.279040933013,18.0,0.00020310137914001216,1.0647913103401387,1.0647913103401387,27977.23207256363,11473.07879896113,127.0,440.58633185139576,180.67840628285245,0.3099371323832825,16504.1532736025,2.438511280433019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1700701547284227,5759.845239947181,0.0,0.5899137280913358,0.0,0.0,7.055555555555555,1,salaried
0.0,4322.095278724197,9043.107032188407,7.0,0.00023131574381934819,9043.107032188407,9043.107032188407,18107.887075231436,17883.017260838304,87.0,416.2732660972744,411.10384507674263,0.3630251631063476,224.8698143931324,1.0125744895904993,2.7413866366631057,0.1898901589390424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124183353617616,2.7413866366631057,2.931276795602148,12.428571428571429,1,student
4934.33462218654,488.63366516884656,37841.17527916451,41.0,0.0020423432274722314,7.668951981695161,7.668951981695161,29503.68789190845,31996.740150671576,350.0,168.59250223947686,182.83851514669473,0.787133030365239,-2493.0522587631276,0.9220841796063153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077604897704433,4924.257017288836,14.246012907217874,-0.08449968247687643,0.0,0.0,8.536585365853659,0,salaried
11390.471036672654,2210.271807110573,37900.87927792245,15.0,0.00045222844011504905,3.3274198368001757,3.3274198368001757,61580.43596883396,24146.22168845337,134.0,919.1109846094621,360.39136848437863,0.5366131635154586,37434.21428038059,2.5503135340748355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15109494909012,11385.319941723565,0.0,0.6078913487934083,0.0,0.0,8.933333333333334,0,salaried
5573.33845515139,5550.4245467461515,5115.17182917767,14.0,0.00018013394428392773,0.9177931450493123,0.9177931450493123,20308.75133809217,23798.13897940178,76.0,534.440824686636,626.2668152474153,0.20646451180485215,-3489.3876413096114,0.8533756087259675,0.0,0.0,1.3838438569894398,16.812505703756038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0039474387557124,5572.334507712634,91.82599056077925,-0.17181694645917156,1.3838438569894398,18.196349560745478,5.428571428571429,1,gig
3798.9471717164806,5546.88312162149,1946.9499089583965,17.0,0.00018024893064216683,0.5124972317208362,0.5124972317208362,8902.182784081957,32287.97920151439,100.0,178.04365568163914,645.7595840302878,0.35071078506705783,-23385.796417432433,0.27571198335213315,0.0,0.0,1.6152071402990598,13.958659127117317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6847561652679798,3798.2624155512126,467.7159283486486,-2.626973292353501,1.6152071402990598,15.573866267416376,5.882352941176471,1,gig
7647.878795952482,1903.2129077117843,36072.29493110093,13.0,0.0005251513609377113,4.716640508240222,4.716640508240222,50203.444463694694,21028.033572955508,196.0,512.280045547905,214.57177115260723,0.7119619181340756,29175.410890739186,2.3874531248733666,0.0,0.0,0.0,0.0,0.0,0.0,2.0385188750723557,2961.692721385187,0.8795123914072243,0.0,0.0,0.0,1.0,4.0162939579811106,7643.862501994501,0.0,0.5811436088182711,2961.692721385187,0.0,15.076923076923077,0,rural
